"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","NA's"
"B cells_M1_contact",0.0201509803921569,0.104839222021757,0.149844509155482,0.176808672821379,0.23004428067778,0.644665331348517,0
"Vascular endothelial cells_tumor_contact",0.0287879889615525,0.110763357918119,0.149434519300356,0.172153481770626,0.209789319847307,0.742649778547574,0
"NK/NKT_vascular_contact",0.0251623188405797,0.106508415456354,0.147977124714281,0.180742335900138,0.229641007807823,0.738188616853505,0
"M2 macrophages_M1_contact",0.0264732600732601,0.0959908163334165,0.147217417383591,0.175585692506966,0.223170186943108,0.650044532525091,0
"CD11b_low Neutrophils_prop",0.026505412234824,0.107326729714401,0.146829994987507,0.171944001953646,0.219567939119955,0.59759049702893,0
"CD163+ cells_tumor_med_dist",0.042032944661118,0.111496079668868,0.146178235416964,0.158922299597606,0.19523252469252,0.459595639313607,0
"Tumor_assort",0.0353892773892774,0.111391998882929,0.143834415792233,0.152618006924555,0.187449236132863,0.38728412873182,0
"CD11b_low Neutrophils_vascular_med_dist",0.0314034784001577,0.103784234031949,0.143010327673812,0.158860376399743,0.194408255567,0.830269107138478,0
"CD163+ cells_M1_med_dist",0.0324475631894987,0.108914604740407,0.142707197925589,0.155921450917392,0.185312818328239,0.566016607628372,0
"CD11b+ epithelial_assort",0.0164669960474308,0.0981852206140704,0.140763338714681,0.16245178120709,0.198314138270555,0.642305296842439,0
"CD11c+ epithelial_M1_med_dist",0.0284269948205875,0.104461882792255,0.138797064478435,0.149038446811813,0.185588926789506,0.365330173027118,0
"CD11b_low Neutrophils_M1_contact",0.0406387590607336,0.100598665189403,0.138700429443326,0.15356793819309,0.185713443327619,0.49905519717719,0
"Monocytes_assort",0.00883809523809524,0.0957831428861407,0.136553629106569,0.156705808250543,0.194955889786696,0.519976922822111,0
"Unidentified_region",0.0367466752410231,0.102747266560119,0.133254071972635,0.14033431277371,0.173452057868993,0.386952949039632,0
"Unidentified_prop",0.0332490510535347,0.103497109901066,0.132431439176603,0.138723927103619,0.167217731411548,0.383508104495832,0
"CD163+ cells_vascular_med_dist",0.0252162926473271,0.103545252409046,0.129611742985878,0.139711622091434,0.162662742840528,0.421867475923753,0
"CD163+ cells_M1_contact",0.0274802242561833,0.0959780782914776,0.12950526254254,0.148074485789125,0.18547200433543,0.578857843441246,0
